Area,Pincode,Date,Actual_Waste_kg
Yelahanka,560144,2025-07-18,82679
Yelahanka,560144,2025-07-19,82593
Yelahanka,560144,2025-07-20,87122
Yelahanka,560144,2025-07-21,81613
Yelahanka,560144,2025-07-22,83200
Yelahanka,560144,2025-07-23,85142
Yelahanka,560144,2025-07-24,86442
Yelahanka,560144,2025-07-25,81788
Yelahanka,560144,2025-07-26,81690
Yelahanka,560144,2025-07-27,83032
Yelahanka,560144,2025-07-28,85063
Yelahanka,560144,2025-07-29,87052
Yelahanka,560144,2025-07-30,86820
Yelahanka,560144,2025-07-31,84400
Yelahanka,560144,2025-08-01,85838
Yelahanka,560144,2025-08-02,82207
Yelahanka,560144,2025-08-03,84669
Yelahanka,560144,2025-08-04,87213
Yelahanka,560144,2025-08-05,82738
Yelahanka,560144,2025-08-06,86663
Yelahanka,560144,2025-08-07,84535
Yelahanka,560144,2025-08-08,82547
Yelahanka,560144,2025-08-09,87146
Yelahanka,560144,2025-08-10,86522
Yelahanka,560144,2025-08-11,81748
Yelahanka,560144,2025-08-12,84157
Yelahanka,560144,2025-08-13,83188
Yelahanka,560144,2025-08-14,82713
Yelahanka,560144,2025-08-15,87139
Yelahanka,560144,2025-08-16,83275
Yelahanka,560144,2025-08-17,85918
Yelahanka,560144,2025-08-18,86464
Yelahanka,560144,2025-08-19,85918
Yelahanka,560144,2025-08-20,82711
Yelahanka,560144,2025-08-21,82650
Yelahanka,560144,2025-08-22,83228
Yelahanka,560144,2025-08-23,87292
Yelahanka,560144,2025-08-24,86519
Yelahanka,560144,2025-08-25,84015
Yelahanka,560144,2025-08-26,86063
Yelahanka,560144,2025-08-27,85333
Yelahanka,560144,2025-08-28,82591
Yelahanka,560144,2025-08-29,82713
Yelahanka,560144,2025-08-30,82662
Yelahanka,560144,2025-08-31,86527
Yelahanka,560144,2025-09-01,87126
Yelahanka,560144,2025-09-02,82668
Yelahanka,560144,2025-09-03,82985
Yelahanka,560144,2025-09-04,84977
Yelahanka,560144,2025-09-05,86045
Yelahanka,560144,2025-09-06,82329
Yelahanka,560144,2025-09-07,84544
Yelahanka,560144,2025-09-08,84412
Yelahanka,560144,2025-09-09,81923
Yelahanka,560144,2025-09-10,82176
Yelahanka,560144,2025-09-11,86850
Yelahanka,560144,2025-09-12,86224
Yelahanka,560144,2025-09-13,83868
Yelahanka,560144,2025-09-14,84736
Yelahanka,560144,2025-09-15,83036
Yelahanka,560144,2025-09-16,81752
Yelahanka,560144,2025-09-17,83912
Yelahanka,560144,2025-09-18,82401
Yelahanka,560144,2025-09-19,81787
Yelahanka,560144,2025-09-20,86556
Yelahanka,560144,2025-09-21,84609
Yelahanka,560144,2025-09-22,84980
Yelahanka,560144,2025-09-23,82938
Yelahanka,560144,2025-09-24,85659
Yelahanka,560144,2025-09-25,83921
Yelahanka,560144,2025-09-26,85995
Yelahanka,560144,2025-09-27,83861
Yelahanka,560144,2025-09-28,81730
Yelahanka,560144,2025-09-29,84484
Yelahanka,560144,2025-09-30,86434
Yelahanka,560144,2025-10-01,84356
Yelahanka,560144,2025-10-02,81996
Yelahanka,560144,2025-10-03,81882
Yelahanka,560144,2025-10-04,83262
Yelahanka,560144,2025-10-05,84898
Yelahanka,560144,2025-10-06,83453
Yelahanka,560144,2025-10-07,85193
Yelahanka,560144,2025-10-08,86470
Yelahanka,560144,2025-10-09,87301
Yelahanka,560144,2025-10-10,87345
Yelahanka,560144,2025-10-11,83296
Yelahanka,560144,2025-10-12,82711
Yelahanka,560144,2025-10-13,85898
Yelahanka,560144,2025-10-14,84523
Yelahanka,560144,2025-10-15,86243
Yelahanka,560144,2025-10-16,83545
Yelahanka,560144,2025-10-17,86420
Yelahanka,560144,2025-10-18,84004
Yelahanka,560144,2025-10-19,83419
Yelahanka,560144,2025-10-20,83313
Yelahanka,560144,2025-10-21,81838
Yelahanka,560144,2025-10-22,87331
Yelahanka,560144,2025-10-23,86300
Yelahanka,560144,2025-10-24,85863
Yelahanka,560144,2025-10-25,83601
Yelahanka,560144,2025-10-26,81870
Yelahanka,560144,2025-10-27,86005
Yelahanka,560144,2025-10-28,82497
Yelahanka,560144,2025-10-29,86065
Yelahanka,560144,2025-10-30,82710
Yelahanka,560144,2025-10-31,85265
Yelahanka,560144,2025-11-01,85425
Yelahanka,560144,2025-11-02,84592
Yelahanka,560144,2025-11-03,87476
Yelahanka,560144,2025-11-04,82257
Yelahanka,560144,2025-11-05,82615
Yelahanka,560144,2025-11-06,85827
Yelahanka,560144,2025-11-07,82574
Yelahanka,560144,2025-11-08,86974
Yelahanka,560144,2025-11-09,82452
Yelahanka,560144,2025-11-10,87038
Yelahanka,560144,2025-11-11,86516
Yelahanka,560144,2025-11-12,87462
Yelahanka,560144,2025-11-13,85401
Yelahanka,560144,2025-11-14,84533
Yelahanka,560144,2025-11-15,86052
Yelahanka,560144,2025-11-16,85104
Yelahanka,560144,2025-11-17,82597
Yelahanka,560144,2025-11-18,81857
Yelahanka,560144,2025-11-19,86384
Yelahanka,560144,2025-11-20,82624
Yelahanka,560144,2025-11-21,85555
Yelahanka,560144,2025-11-22,82755
Yelahanka,560144,2025-11-23,87254
Yelahanka,560144,2025-11-24,81837
Yelahanka,560144,2025-11-25,83918
Yelahanka,560144,2025-11-26,85854
Yelahanka,560144,2025-11-27,84196
Yelahanka,560144,2025-11-28,85898
Yelahanka,560144,2025-11-29,84710
Yelahanka,560144,2025-11-30,85565
Yelahanka,560144,2025-12-01,84594
Yelahanka,560144,2025-12-02,86452
Yelahanka,560144,2025-12-03,82943
Yelahanka,560144,2025-12-04,85416
Yelahanka,560144,2025-12-05,84092
Yelahanka,560144,2025-12-06,84565
Yelahanka,560144,2025-12-07,85083
Yelahanka,560144,2025-12-08,81599
Yelahanka,560144,2025-12-09,84967
Yelahanka,560144,2025-12-10,84108
Yelahanka,560144,2025-12-11,83078
Yelahanka,560144,2025-12-12,85189
Yelahanka,560144,2025-12-13,82391
Yelahanka,560144,2025-12-14,86067
Yelahanka,560144,2025-12-15,83717
Yelahanka,560144,2025-12-16,83525
Yelahanka,560144,2025-12-17,86152
Yelahanka,560144,2025-12-18,85287
Yelahanka,560144,2025-12-19,84678
Yelahanka,560144,2025-12-20,85185
Yelahanka,560144,2025-12-21,81998
Yelahanka,560144,2025-12-22,86218
Yelahanka,560144,2025-12-23,86174
Yelahanka,560144,2025-12-24,83861
Yelahanka,560144,2025-12-25,86064
Yelahanka,560144,2025-12-26,84236
Yelahanka,560144,2025-12-27,82219
Yelahanka,560144,2025-12-28,81506
Yelahanka,560144,2025-12-29,87345
Yelahanka,560144,2025-12-30,83248
Yelahanka,560144,2025-12-31,87317
Electronic City,560086,2025-01-01,22490
Electronic City,560086,2025-01-02,20796
Electronic City,560086,2025-01-03,19391
Electronic City,560086,2025-01-04,20284
Electronic City,560086,2025-01-05,19181
Electronic City,560086,2025-01-06,19286
Electronic City,560086,2025-01-07,21596
Electronic City,560086,2025-01-08,21467
Electronic City,560086,2025-01-09,18011
Electronic City,560086,2025-01-10,22522
Electronic City,560086,2025-01-11,20859
Electronic City,560086,2025-01-12,22440
Electronic City,560086,2025-01-13,20161
Electronic City,560086,2025-01-14,23193
Electronic City,560086,2025-01-15,22785
Electronic City,560086,2025-01-16,22318
Electronic City,560086,2025-01-17,20922
Electronic City,560086,2025-01-18,19915
Electronic City,560086,2025-01-19,17942
Electronic City,560086,2025-01-20,19334
Electronic City,560086,2025-01-21,18422
Electronic City,560086,2025-01-22,20039
Electronic City,560086,2025-01-23,22051
Electronic City,560086,2025-01-24,21024
Electronic City,560086,2025-01-25,20388
Electronic City,560086,2025-01-26,22453
Electronic City,560086,2025-01-27,22249
Electronic City,560086,2025-01-28,22733
Electronic City,560086,2025-01-29,17724
Electronic City,560086,2025-01-30,21597
Electronic City,560086,2025-01-31,21721
Electronic City,560086,2025-02-01,20968
Electronic City,560086,2025-02-02,21196
Electronic City,560086,2025-02-03,22724
Electronic City,560086,2025-02-04,18053
Electronic City,560086,2025-02-05,20740
Electronic City,560086,2025-02-06,20021
Electronic City,560086,2025-02-07,18859
Electronic City,560086,2025-02-08,22860
Electronic City,560086,2025-02-09,22639
Electronic City,560086,2025-02-10,18434
Electronic City,560086,2025-02-11,23142
Electronic City,560086,2025-02-12,19772
Electronic City,560086,2025-02-13,22401
Electronic City,560086,2025-02-14,20439
Electronic City,560086,2025-02-15,18636
Electronic City,560086,2025-02-16,19526
Electronic City,560086,2025-02-17,19601
Electronic City,560086,2025-02-18,22981
Electronic City,560086,2025-02-19,22254
Electronic City,560086,2025-02-20,23342
Electronic City,560086,2025-02-21,18893
Electronic City,560086,2025-02-22,21518
Electronic City,560086,2025-02-23,21968
Electronic City,560086,2025-02-24,23137
Electronic City,560086,2025-02-25,18012
Electronic City,560086,2025-02-26,20630
Electronic City,560086,2025-02-27,21692
Electronic City,560086,2025-02-28,19632
Electronic City,560086,2025-03-01,19574
Electronic City,560086,2025-03-02,17674
Electronic City,560086,2025-03-03,22402
Electronic City,560086,2025-03-04,18769
Electronic City,560086,2025-03-05,18343
Electronic City,560086,2025-03-06,22120
Electronic City,560086,2025-03-07,19636
Electronic City,560086,2025-03-08,20879
Electronic City,560086,2025-03-09,20592
Electronic City,560086,2025-03-10,19222
Electronic City,560086,2025-03-11,22685
Electronic City,560086,2025-03-12,19087
Electronic City,560086,2025-03-13,19719
Electronic City,560086,2025-03-14,18481
Electronic City,560086,2025-03-15,18978
Electronic City,560086,2025-03-16,20068
Electronic City,560086,2025-03-17,22716
Electronic City,560086,2025-03-18,23125
Electronic City,560086,2025-03-19,20890
Electronic City,560086,2025-03-20,22881
Electronic City,560086,2025-03-21,20943
Electronic City,560086,2025-03-22,18433
Electronic City,560086,2025-03-23,22788
Electronic City,560086,2025-03-24,22757
Electronic City,560086,2025-03-25,23279
Electronic City,560086,2025-03-26,22849
Electronic City,560086,2025-03-27,22088
Electronic City,560086,2025-03-28,20858
Electronic City,560086,2025-03-29,21977
Electronic City,560086,2025-03-30,21098
Electronic City,560086,2025-03-31,17777
Electronic City,560086,2025-04-01,20693
Electronic City,560086,2025-04-02,23359
Electronic City,560086,2025-04-03,23513
Electronic City,560086,2025-04-04,23282
Electronic City,560086,2025-04-05,23033
Electronic City,560086,2025-04-06,18315
Electronic City,560086,2025-04-07,19484
Electronic City,560086,2025-04-08,21340
Electronic City,560086,2025-04-09,19557
Electronic City,560086,2025-04-10,21856
Electronic City,560086,2025-04-11,17652
Electronic City,560086,2025-04-12,22228
Electronic City,560086,2025-04-13,21300
Electronic City,560086,2025-04-14,22100
Electronic City,560086,2025-04-15,21277
Electronic City,560086,2025-04-16,21119
Electronic City,560086,2025-04-17,18939
Electronic City,560086,2025-04-18,19942
Electronic City,560086,2025-04-19,23096
Electronic City,560086,2025-04-20,23510
Electronic City,560086,2025-04-21,18897
Electronic City,560086,2025-04-22,19435
Electronic City,560086,2025-04-23,22169
Electronic City,560086,2025-04-24,19507
Electronic City,560086,2025-04-25,21597
Electronic City,560086,2025-04-26,20992
Electronic City,560086,2025-04-27,22506
Electronic City,560086,2025-04-28,22977
Electronic City,560086,2025-04-29,18883
Electronic City,560086,2025-04-30,21123
Electronic City,560086,2025-05-01,18041
Electronic City,560086,2025-05-02,20950
Electronic City,560086,2025-05-03,17957
Electronic City,560086,2025-05-04,18688
Electronic City,560086,2025-05-05,17720
Electronic City,560086,2025-05-06,20285
Electronic City,560086,2025-05-07,22523
Electronic City,560086,2025-05-08,19201
Electronic City,560086,2025-05-09,20524
Electronic City,560086,2025-05-10,21941
Electronic City,560086,2025-05-11,19777
Electronic City,560086,2025-05-12,23267
Electronic City,560086,2025-05-13,19106
Electronic City,560086,2025-05-14,23094
Electronic City,560086,2025-05-15,22135
Electronic City,560086,2025-05-16,22168
Electronic City,560086,2025-05-17,21555
Electronic City,560086,2025-05-18,17854
Electronic City,560086,2025-05-19,22650
Electronic City,560086,2025-05-20,22308
Electronic City,560086,2025-05-21,22922
Electronic City,560086,2025-05-22,18593
Electronic City,560086,2025-05-23,21704
Electronic City,560086,2025-05-24,17766
Electronic City,560086,2025-05-25,23186
Electronic City,560086,2025-05-26,23440
Electronic City,560086,2025-05-27,21405
Electronic City,560086,2025-05-28,20760
Electronic City,560086,2025-05-29,21499
Electronic City,560086,2025-05-30,19961
Electronic City,560086,2025-05-31,23095
Electronic City,560086,2025-06-01,19599
Electronic City,560086,2025-06-02,19280
Electronic City,560086,2025-06-03,21366
Electronic City,560086,2025-06-04,20926
Electronic City,560086,2025-06-05,20023
Electronic City,560086,2025-06-06,20226
Electronic City,560086,2025-06-07,23423
Electronic City,560086,2025-06-08,21212
Electronic City,560086,2025-06-09,23096
Electronic City,560086,2025-06-10,22202
Electronic City,560086,2025-06-11,20094
Electronic City,560086,2025-06-12,17905
Electronic City,560086,2025-06-13,22084
Electronic City,560086,2025-06-14,21633
Electronic City,560086,2025-06-15,21133
Electronic City,560086,2025-06-16,22394
Electronic City,560086,2025-06-17,20705
Electronic City,560086,2025-06-18,21756
Electronic City,560086,2025-06-19,22300
Electronic City,560086,2025-06-20,17699
Electronic City,560086,2025-06-21,18317
Electronic City,560086,2025-06-22,20486
Electronic City,560086,2025-06-23,20597
Electronic City,560086,2025-06-24,19575
Electronic City,560086,2025-06-25,17788
Electronic City,560086,2025-06-26,20675
Electronic City,560086,2025-06-27,18619
Electronic City,560086,2025-06-28,20950
Electronic City,560086,2025-06-29,22292
Electronic City,560086,2025-06-30,23059
Electronic City,560086,2025-07-01,23619
Electronic City,560086,2025-07-02,18398
Electronic City,560086,2025-07-03,22464
Electronic City,560086,2025-07-04,17891
Electronic City,560086,2025-07-05,21166
Electronic City,560086,2025-07-06,23510
Electronic City,560086,2025-07-07,23011
Electronic City,560086,2025-07-08,21134
Electronic City,560086,2025-07-09,18396
Electronic City,560086,2025-07-10,22361
Electronic City,560086,2025-07-11,18160
Electronic City,560086,2025-07-12,22950
Electronic City,560086,2025-07-13,19572
Electronic City,560086,2025-07-14,20171
Electronic City,560086,2025-07-15,22613
Electronic City,560086,2025-07-16,20955
Electronic City,560086,2025-07-17,18603
Electronic City,560086,2025-07-18,19910
Electronic City,560086,2025-07-19,18041
Electronic City,560086,2025-07-20,21694
Electronic City,560086,2025-07-21,19052
Electronic City,560086,2025-07-22,18421
Electronic City,560086,2025-07-23,23011
Electronic City,560086,2025-07-24,22733
Electronic City,560086,2025-07-25,20990
Electronic City,560086,2025-07-26,21337
Electronic City,560086,2025-07-27,23017
Electronic City,560086,2025-07-28,23564
Electronic City,560086,2025-07-29,20403
Electronic City,560086,2025-07-30,21787
Electronic City,560086,2025-07-31,22970
Electronic City,560086,2025-08-01,18232
Electronic City,560086,2025-08-02,19967
Electronic City,560086,2025-08-03,18844
Electronic City,560086,2025-08-04,20574
Electronic City,560086,2025-08-05,20642
Electronic City,560086,2025-08-06,18748
Electronic City,560086,2025-08-07,23319
Electronic City,560086,2025-08-08,17849
Electronic City,560086,2025-08-09,20865
Electronic City,560086,2025-08-10,18029
Electronic City,560086,2025-08-11,21469
Electronic City,560086,2025-08-12,19112
Electronic City,560086,2025-08-13,22731
Electronic City,560086,2025-08-14,21789
Electronic City,560086,2025-08-15,18890
Electronic City,560086,2025-08-16,21297
Electronic City,560086,2025-08-17,20043
Electronic City,560086,2025-08-18,20199
Electronic City,560086,2025-08-19,17789
Electronic City,560086,2025-08-20,20641
Electronic City,560086,2025-08-21,22930
Electronic City,560086,2025-08-22,20475
Electronic City,560086,2025-08-23,20857
Electronic City,560086,2025-08-24,21203
Electronic City,560086,2025-08-25,20650
Electronic City,560086,2025-08-26,17784
Electronic City,560086,2025-08-27,19004
Electronic City,560086,2025-08-28,19214
Electronic City,560086,2025-08-29,21734
Electronic City,560086,2025-08-30,22834
Electronic City,560086,2025-08-31,20249
Electronic City,560086,2025-09-01,22563
Electronic City,560086,2025-09-02,20506
Electronic City,560086,2025-09-03,20074
Electronic City,560086,2025-09-04,21973
Electronic City,560086,2025-09-05,22168
Electronic City,560086,2025-09-06,19859
Electronic City,560086,2025-09-07,18712
Electronic City,560086,2025-09-08,22224
Electronic City,560086,2025-09-09,21669
Electronic City,560086,2025-09-10,21524
Electronic City,560086,2025-09-11,21047
Electronic City,560086,2025-09-12,18564
Electronic City,560086,2025-09-13,18988
Electronic City,560086,2025-09-14,19439
Electronic City,560086,2025-09-15,17704
Electronic City,560086,2025-09-16,21111
Electronic City,560086,2025-09-17,22444
Electronic City,560086,2025-09-18,23568
Electronic City,560086,2025-09-19,23402
Electronic City,560086,2025-09-20,20322
Electronic City,560086,2025-09-21,19560
Electronic City,560086,2025-09-22,17837
Electronic City,560086,2025-09-23,20431
Electronic City,560086,2025-09-24,18558
Electronic City,560086,2025-09-25,20419
Electronic City,560086,2025-09-26,19894
Electronic City,560086,2025-09-27,22531
Electronic City,560086,2025-09-28,21441
Electronic City,560086,2025-09-29,23602
Electronic City,560086,2025-09-30,20837
Electronic City,560086,2025-10-01,22705
Electronic City,560086,2025-10-02,19149
Electronic City,560086,2025-10-03,19384
Electronic City,560086,2025-10-04,20081
Electronic City,560086,2025-10-05,22653
Electronic City,560086,2025-10-06,23078
Electronic City,560086,2025-10-07,20290
Electronic City,560086,2025-10-08,17811
Electronic City,560086,2025-10-09,19985
Electronic City,560086,2025-10-10,19234
Electronic City,560086,2025-10-11,19199
Electronic City,560086,2025-10-12,19910
Electronic City,560086,2025-10-13,18807
Electronic City,560086,2025-10-14,18033
Electronic City,560086,2025-10-15,20800
Electronic City,560086,2025-10-16,21056
Electronic City,560086,2025-10-17,17642
Electronic City,560086,2025-10-18,17789
Electronic City,560086,2025-10-19,22087
Electronic City,560086,2025-10-20,21801
Electronic City,560086,2025-10-21,22930
Electronic City,560086,2025-10-22,17823
Electronic City,560086,2025-10-23,20971
Electronic City,560086,2025-10-24,20995
Electronic City,560086,2025-10-25,19956
Electronic City,560086,2025-10-26,22360
Electronic City,560086,2025-10-27,19356
Electronic City,560086,2025-10-28,18547
Electronic City,560086,2025-10-29,22126
Electronic City,560086,2025-10-30,22275
Electronic City,560086,2025-10-31,18132
Electronic City,560086,2025-11-01,18644
Electronic City,560086,2025-11-02,22500
Electronic City,560086,2025-11-03,22074
Electronic City,560086,2025-11-04,18974
Electronic City,560086,2025-11-05,18186
Electronic City,560086,2025-11-06,20681
Electronic City,560086,2025-11-07,20624
Electronic City,560086,2025-11-08,18174
Electronic City,560086,2025-11-09,22030
Electronic City,560086,2025-11-10,23499
Electronic City,560086,2025-11-11,20131
Electronic City,560086,2025-11-12,19578
Electronic City,560086,2025-11-13,20217
Electronic City,560086,2025-11-14,21388
Electronic City,560086,2025-11-15,23386
Electronic City,560086,2025-11-16,18582
Electronic City,560086,2025-11-17,18807
Electronic City,560086,2025-11-18,20892
Electronic City,560086,2025-11-19,17759
Electronic City,560086,2025-11-20,23164
Electronic City,560086,2025-11-21,20835
Electronic City,560086,2025-11-22,19102
Electronic City,560086,2025-11-23,21330
Electronic City,560086,2025-11-24,20597
Electronic City,560086,2025-11-25,18856
Electronic City,560086,2025-11-26,19935
Electronic City,560086,2025-11-27,23341
Electronic City,560086,2025-11-28,23441
Electronic City,560086,2025-11-29,21013
Electronic City,560086,2025-11-30,22232
Electronic City,560086,2025-12-01,23557
Electronic City,560086,2025-12-02,20118
Electronic City,560086,2025-12-03,17914
Electronic City,560086,2025-12-04,22163
Electronic City,560086,2025-12-05,21099
Electronic City,560086,2025-12-06,19590
Electronic City,560086,2025-12-07,18033
Electronic City,560086,2025-12-08,21481
Electronic City,560086,2025-12-09,22218
Electronic City,560086,2025-12-10,18856
Electronic City,560086,2025-12-11,19456
Electronic City,560086,2025-12-12,19881
Electronic City,560086,2025-12-13,19156
Electronic City,560086,2025-12-14,19886
Electronic City,560086,2025-12-15,20092
Electronic City,560086,2025-12-16,23554
Electronic City,560086,2025-12-17,18152
Electronic City,560086,2025-12-18,22734
Electronic City,560086,2025-12-19,20019
Electronic City,560086,2025-12-20,20500
Electronic City,560086,2025-12-21,23581
Electronic City,560086,2025-12-22,22183
Electronic City,560086,2025-12-23,22990
Electronic City,560086,2025-12-24,18888
Electronic City,560086,2025-12-25,17892
Electronic City,560086,2025-12-26,22725
Electronic City,560086,2025-12-27,19530
Electronic City,560086,2025-12-28,19665
Electronic City,560086,2025-12-29,23019
Electronic City,560086,2025-12-30,22492
Electronic City,560086,2025-12-31,22468
Rajajinagar,560088,2025-01-01,111107
Rajajinagar,560088,2025-01-02,109653
Rajajinagar,560088,2025-01-03,111219
Rajajinagar,560088,2025-01-04,113780
Rajajinagar,560088,2025-01-05,113504
Rajajinagar,560088,2025-01-06,108870
Rajajinagar,560088,2025-01-07,108133
Rajajinagar,560088,2025-01-08,109801
Rajajinagar,560088,2025-01-09,108841
Rajajinagar,560088,2025-01-10,110067
Rajajinagar,560088,2025-01-11,113419
Rajajinagar,560088,2025-01-12,111692
Rajajinagar,560088,2025-01-13,108543
Rajajinagar,560088,2025-01-14,110699
Rajajinagar,560088,2025-01-15,113467
Rajajinagar,560088,2025-01-16,111134
Rajajinagar,560088,2025-01-17,112396
Rajajinagar,560088,2025-01-18,111727
Rajajinagar,560088,2025-01-19,112051
Rajajinagar,560088,2025-01-20,108064
Rajajinagar,560088,2025-01-21,109705
Rajajinagar,560088,2025-01-22,108808
Rajajinagar,560088,2025-01-23,111294
Rajajinagar,560088,2025-01-24,109493
Rajajinagar,560088,2025-01-25,113440
Rajajinagar,560088,2025-01-26,112912
Rajajinagar,560088,2025-01-27,111900
Rajajinagar,560088,2025-01-28,111945
Rajajinagar,560088,2025-01-29,108516
Rajajinagar,560088,2025-01-30,108701
Rajajinagar,560088,2025-01-31,109984
Rajajinagar,560088,2025-02-01,110121
Rajajinagar,560088,2025-02-02,111425
Rajajinagar,560088,2025-02-03,111781
Rajajinagar,560088,2025-02-04,113257
Rajajinagar,560088,2025-02-05,109788
Rajajinagar,560088,2025-02-06,112420
Rajajinagar,560088,2025-02-07,108233
Rajajinagar,560088,2025-02-08,108866
Rajajinagar,560088,2025-02-09,111644
Rajajinagar,560088,2025-02-10,112592
Rajajinagar,560088,2025-02-11,111404
Rajajinagar,560088,2025-02-12,113754
Rajajinagar,560088,2025-02-13,111364
Rajajinagar,560088,2025-02-14,110965
Rajajinagar,560088,2025-02-15,113257
Rajajinagar,560088,2025-02-16,109697
Rajajinagar,560088,2025-02-17,113508
Rajajinagar,560088,2025-02-18,108638
Rajajinagar,560088,2025-02-19,111608
Rajajinagar,560088,2025-02-20,113524
Rajajinagar,560088,2025-02-21,113403
Rajajinagar,560088,2025-02-22,112471
Rajajinagar,560088,2025-02-23,109159
Rajajinagar,560088,2025-02-24,108219
Rajajinagar,560088,2025-02-25,112742
Rajajinagar,560088,2025-02-26,112957
Rajajinagar,560088,2025-02-27,113073
Rajajinagar,560088,2025-02-28,111712
Rajajinagar,560088,2025-03-01,107940
Rajajinagar,560088,2025-03-02,113357
Rajajinagar,560088,2025-03-03,112531
Rajajinagar,560088,2025-03-04,108110
Rajajinagar,560088,2025-03-05,111368
Rajajinagar,560088,2025-03-06,111175
Rajajinagar,560088,2025-03-07,109571
Rajajinagar,560088,2025-03-08,113610
Rajajinagar,560088,2025-03-09,108446
Rajajinagar,560088,2025-03-10,108887
Rajajinagar,560088,2025-03-11,108796
Rajajinagar,560088,2025-03-12,109277
Rajajinagar,560088,2025-03-13,110742
Rajajinagar,560088,2025-03-14,108629
Rajajinagar,560088,2025-03-15,108654
Rajajinagar,560088,2025-03-16,108443
Rajajinagar,560088,2025-03-17,113271
Rajajinagar,560088,2025-03-18,107882
Rajajinagar,560088,2025-03-19,113268
Rajajinagar,560088,2025-03-20,112326
Rajajinagar,560088,2025-03-21,110537
Rajajinagar,560088,2025-03-22,111301
Rajajinagar,560088,2025-03-23,112386
Rajajinagar,560088,2025-03-24,113509
Rajajinagar,560088,2025-03-25,108630
Rajajinagar,560088,2025-03-26,108286
Rajajinagar,560088,2025-03-27,110138
Rajajinagar,560088,2025-03-28,111134
Rajajinagar,560088,2025-03-29,108720
Rajajinagar,560088,2025-03-30,108393
Rajajinagar,560088,2025-03-31,113511
Rajajinagar,560088,2025-04-01,112049
Rajajinagar,560088,2025-04-02,111751
Rajajinagar,560088,2025-04-03,110879
Rajajinagar,560088,2025-04-04,112382
Rajajinagar,560088,2025-04-05,110149
Rajajinagar,560088,2025-04-06,112528
Rajajinagar,560088,2025-04-07,112488
Rajajinagar,560088,2025-04-08,108777
Rajajinagar,560088,2025-04-09,112628
Rajajinagar,560088,2025-04-10,112968
Rajajinagar,560088,2025-04-11,109840
Rajajinagar,560088,2025-04-12,109948
Rajajinagar,560088,2025-04-13,109279
Rajajinagar,560088,2025-04-14,108259
Rajajinagar,560088,2025-04-15,109111
Rajajinagar,560088,2025-04-16,111507
Rajajinagar,560088,2025-04-17,110349
Rajajinagar,560088,2025-04-18,110203
Rajajinagar,560088,2025-04-19,108374
Rajajinagar,560088,2025-04-20,109024
Rajajinagar,560088,2025-04-21,107960
Rajajinagar,560088,2025-04-22,112521
Rajajinagar,560088,2025-04-23,108487
Rajajinagar,560088,2025-04-24,110379
Rajajinagar,560088,2025-04-25,112815
Rajajinagar,560088,2025-04-26,112389
Rajajinagar,560088,2025-04-27,110245
Rajajinagar,560088,2025-04-28,108315
Rajajinagar,560088,2025-04-29,113567
Rajajinagar,560088,2025-04-30,111550
Rajajinagar,560088,2025-05-01,111295
Rajajinagar,560088,2025-05-02,113815
Rajajinagar,560088,2025-05-03,110784
Rajajinagar,560088,2025-05-04,107873
Rajajinagar,560088,2025-05-05,109633
Rajajinagar,560088,2025-05-06,110640
Rajajinagar,560088,2025-05-07,110121
Rajajinagar,560088,2025-05-08,111363
Rajajinagar,560088,2025-05-09,113571
Rajajinagar,560088,2025-05-10,108369
Rajajinagar,560088,2025-05-11,111990
Rajajinagar,560088,2025-05-12,111228
Rajajinagar,560088,2025-05-13,108584
Rajajinagar,560088,2025-05-14,109992
Rajajinagar,560088,2025-05-15,109678
Rajajinagar,560088,2025-05-16,113239
Rajajinagar,560088,2025-05-17,111915
Rajajinagar,560088,2025-05-18,109906
Rajajinagar,560088,2025-05-19,112361
Rajajinagar,560088,2025-05-20,111631
Rajajinagar,560088,2025-05-21,110947
Rajajinagar,560088,2025-05-22,112850
Rajajinagar,560088,2025-05-23,112089
Rajajinagar,560088,2025-05-24,111466
Rajajinagar,560088,2025-05-25,113837
Rajajinagar,560088,2025-05-26,111428
Rajajinagar,560088,2025-05-27,113679
Rajajinagar,560088,2025-05-28,111473
Rajajinagar,560088,2025-05-29,112192
Rajajinagar,560088,2025-05-30,109826
Rajajinagar,560088,2025-05-31,109223
Rajajinagar,560088,2025-06-01,107956
Rajajinagar,560088,2025-06-02,110353
Rajajinagar,560088,2025-06-03,113755
Rajajinagar,560088,2025-06-04,108383
Rajajinagar,560088,2025-06-05,113708
Rajajinagar,560088,2025-06-06,111694
Rajajinagar,560088,2025-06-07,111009
Rajajinagar,560088,2025-06-08,112640
Rajajinagar,560088,2025-06-09,111934
Rajajinagar,560088,2025-06-10,109977
Rajajinagar,560088,2025-06-11,110895
Rajajinagar,560088,2025-06-12,111312
Rajajinagar,560088,2025-06-13,109489
Rajajinagar,560088,2025-06-14,110213
Rajajinagar,560088,2025-06-15,111301
Rajajinagar,560088,2025-06-16,112993
Rajajinagar,560088,2025-06-17,110038
Rajajinagar,560088,2025-06-18,111570
Rajajinagar,560088,2025-06-19,111404
Rajajinagar,560088,2025-06-20,113317
Rajajinagar,560088,2025-06-21,107859
Rajajinagar,560088,2025-06-22,109342
Rajajinagar,560088,2025-06-23,108199
Rajajinagar,560088,2025-06-24,112302
Rajajinagar,560088,2025-06-25,110041
